visit_id,cookie_id,page_id,event_type,sequence_number,event_time
c4a679,85d8ce,2,1,2,24-01-2020 18:23
c4a679,85d8ce,5,1,3,24-01-2020 18:23
c4a679,85d8ce,5,2,4,24-01-2020 18:23
c4a679,85d8ce,6,1,5,24-01-2020 18:23
c4a679,85d8ce,6,2,6,24-01-2020 18:24
c4a679,85d8ce,7,1,7,24-01-2020 18:24
c4a679,85d8ce,9,1,8,24-01-2020 18:24
c4a679,85d8ce,10,1,9,24-01-2020 18:25
c4a679,85d8ce,10,2,10,24-01-2020 18:25
c4a679,85d8ce,12,1,11,24-01-2020 18:26
c4a679,85d8ce,13,3,12,24-01-2020 18:26
5062a1,0e6597,1,1,1,03-01-2020 05:35
5062a1,0e6597,2,1,2,03-01-2020 05:36
5062a1,0e6597,4,1,3,03-01-2020 05:36
5062a1,0e6597,4,2,4,03-01-2020 05:37
5062a1,0e6597,6,1,5,03-01-2020 05:38
5062a1,0e6597,6,2,6,03-01-2020 05:38
5062a1,0e6597,9,1,7,03-01-2020 05:38
5062a1,0e6597,12,1,8,03-01-2020 05:38
5062a1,0e6597,13,3,9,03-01-2020 05:39
0413f4,84d9ee,1,1,1,17-02-2020 02:59
0413f4,84d9ee,2,1,2,17-02-2020 03:00
0413f4,84d9ee,6,1,3,17-02-2020 03:01
0413f4,84d9ee,9,1,4,17-02-2020 03:01
0413f4,84d9ee,9,2,5,17-02-2020 03:02
0413f4,84d9ee,10,1,6,17-02-2020 03:02
0413f4,84d9ee,10,2,7,17-02-2020 03:03
0413f4,84d9ee,12,1,8,17-02-2020 03:04
0413f4,84d9ee,13,3,9,17-02-2020 03:04
1ae4fc,3644a6,1,1,1,02-01-2020 16:13
1ae4fc,3644a6,2,1,2,02-01-2020 16:13
1ae4fc,3644a6,5,1,3,02-01-2020 16:14
1ae4fc,3644a6,5,2,4,02-01-2020 16:14
1ae4fc,3644a6,6,1,5,02-01-2020 16:14
1ae4fc,3644a6,8,1,6,02-01-2020 16:15
1ae4fc,3644a6,8,2,7,02-01-2020 16:16
1ae4fc,3644a6,9,1,8,02-01-2020 16:16
1ae4fc,3644a6,12,1,9,02-01-2020 16:16
1ae4fc,3644a6,13,3,10,02-01-2020 16:17
379174,757b50,1,1,1,24-01-2020 16:50
379174,757b50,4,1,2,24-01-2020 16:51
379174,757b50,5,1,3,24-01-2020 16:51
a276e3,854d6f,1,1,1,10-02-2020 23:18
a276e3,854d6f,2,1,2,10-02-2020 23:19
a276e3,854d6f,3,1,3,10-02-2020 23:19
a276e3,854d6f,5,1,4,10-02-2020 23:20
a276e3,854d6f,6,1,5,10-02-2020 23:21
a276e3,854d6f,6,2,6,10-02-2020 23:21
a276e3,854d6f,8,1,7,10-02-2020 23:22
a276e3,854d6f,8,2,8,10-02-2020 23:23
a276e3,854d6f,10,1,9,10-02-2020 23:24
a276e3,854d6f,12,1,10,10-02-2020 23:24
a276e3,854d6f,13,3,11,10-02-2020 23:25
721097,e2c0be,1,1,1,28-02-2020 19:51
721097,e2c0be,2,1,2,28-02-2020 19:51
721097,e2c0be,3,1,3,28-02-2020 19:52
721097,e2c0be,3,2,4,28-02-2020 19:52
721097,e2c0be,4,1,5,28-02-2020 19:53
721097,e2c0be,4,2,6,28-02-2020 19:53
721097,e2c0be,5,1,7,28-02-2020 19:54
721097,e2c0be,7,1,8,28-02-2020 19:54
721097,e2c0be,10,1,9,28-02-2020 19:55
721097,e2c0be,10,2,10,28-02-2020 19:56
721097,e2c0be,11,1,11,28-02-2020 19:56
721097,e2c0be,12,1,12,28-02-2020 19:57
4be005,274ad4,1,1,1,12-01-2020 10:55
4be005,274ad4,2,1,2,12-01-2020 10:56
4be005,274ad4,3,1,3,12-01-2020 10:57
4be005,274ad4,3,2,4,12-01-2020 10:57
4be005,274ad4,4,1,5,12-01-2020 10:58
4be005,274ad4,5,1,6,12-01-2020 10:59
4be005,274ad4,8,1,7,12-01-2020 10:59
4be005,274ad4,9,1,8,12-01-2020 11:00
4be005,274ad4,9,2,9,12-01-2020 11:00
4be005,274ad4,10,1,10,12-01-2020 11:01
108e8e,eae27d,1,1,1,02-01-2020 16:31
108e8e,eae27d,2,1,2,02-01-2020 16:32
108e8e,eae27d,3,1,3,02-01-2020 16:33
108e8e,eae27d,3,2,4,02-01-2020 16:33
108e8e,eae27d,5,1,5,02-01-2020 16:33
108e8e,eae27d,6,1,6,02-01-2020 16:34
108e8e,eae27d,8,1,7,02-01-2020 16:34
108e8e,eae27d,9,1,8,02-01-2020 16:34
108e8e,eae27d,9,2,9,02-01-2020 16:34
108e8e,eae27d,11,1,10,02-01-2020 16:35
108e8e,eae27d,11,2,11,02-01-2020 16:35
108e8e,eae27d,12,1,12,02-01-2020 16:35
108e8e,eae27d,13,3,13,02-01-2020 16:35
2cc194,7eabe3,1,1,1,04-01-2020 16:02
2cc194,7eabe3,4,1,2,04-01-2020 16:02
2cc194,7eabe3,7,1,3,04-01-2020 16:02
2cc194,7eabe3,7,2,4,04-01-2020 16:03
2cc194,7eabe3,8,1,5,04-01-2020 16:04
2cc194,7eabe3,8,2,6,04-01-2020 16:04
2cc194,7eabe3,12,1,7,04-01-2020 16:05
2cc194,7eabe3,13,3,8,04-01-2020 16:06
85a748,69adc1,1,1,1,28-01-2020 07:13
85a748,69adc1,2,1,2,28-01-2020 07:13
85a748,69adc1,5,1,3,28-01-2020 07:14
85a748,69adc1,5,2,4,28-01-2020 07:15
85a748,69adc1,6,1,5,28-01-2020 07:16
85a748,69adc1,6,2,6,28-01-2020 07:16
85a748,69adc1,7,1,7,28-01-2020 07:16
85a748,69adc1,8,1,8,28-01-2020 07:17
85a748,69adc1,8,2,9,28-01-2020 07:17
85a748,69adc1,10,1,10,28-01-2020 07:18
85a748,69adc1,11,1,11,28-01-2020 07:19
85a748,69adc1,12,1,12,28-01-2020 07:20
85a748,69adc1,13,3,13,28-01-2020 07:20
01573b,091d58,1,1,1,30-01-2020 12:41
01573b,091d58,2,1,2,30-01-2020 12:41
01573b,091d58,5,1,3,30-01-2020 12:42
01573b,091d58,7,1,4,30-01-2020 12:42
01573b,091d58,7,2,5,30-01-2020 12:43
01573b,091d58,9,1,6,30-01-2020 12:44
01573b,091d58,9,2,7,30-01-2020 12:44
01573b,091d58,12,1,8,30-01-2020 12:44
01573b,091d58,13,3,9,30-01-2020 12:45
59e80b,b1d10e,1,1,1,23-02-2020 03:59
59e80b,b1d10e,5,1,2,23-02-2020 03:59
59e80b,b1d10e,5,2,3,23-02-2020 04:00
59e80b,b1d10e,6,1,4,23-02-2020 04:00
59e80b,b1d10e,6,2,5,23-02-2020 04:01
59e80b,b1d10e,8,1,6,23-02-2020 04:01
59e80b,b1d10e,8,2,7,23-02-2020 04:02
59e80b,b1d10e,12,1,8,23-02-2020 04:02
b5f4dd,6f3ef7,1,1,1,23-02-2020 11:06
b5f4dd,6f3ef7,3,1,2,23-02-2020 11:06
b5f4dd,6f3ef7,4,1,3,23-02-2020 11:07
b5f4dd,6f3ef7,9,1,4,23-02-2020 11:08
b5f4dd,6f3ef7,9,2,5,23-02-2020 11:08
b5f4dd,6f3ef7,10,1,6,23-02-2020 11:09
b5f4dd,6f3ef7,10,2,7,23-02-2020 11:10
b5f4dd,6f3ef7,11,1,8,23-02-2020 11:10
b5f4dd,6f3ef7,12,1,9,23-02-2020 11:11
b5f4dd,6f3ef7,13,3,10,23-02-2020 11:12
a60803,eb1637,1,1,1,22-01-2020 15:46
a60803,eb1637,2,1,2,22-01-2020 15:46
a60803,eb1637,4,1,3,22-01-2020 15:47
a60803,eb1637,6,1,4,22-01-2020 15:48
a60803,eb1637,6,2,5,22-01-2020 15:48
a60803,eb1637,7,1,6,22-01-2020 15:49
a60803,eb1637,7,2,7,22-01-2020 15:50
a60803,eb1637,9,1,8,22-01-2020 15:50
a60803,eb1637,11,1,9,22-01-2020 15:51
a60803,eb1637,12,1,10,22-01-2020 15:52
a60803,eb1637,13,3,11,22-01-2020 15:52
da877a,1534b7,1,1,1,08-01-2020 17:47
da877a,1534b7,2,1,2,08-01-2020 17:47
da877a,1534b7,3,1,3,08-01-2020 17:48
da877a,1534b7,4,1,4,08-01-2020 17:48
da877a,1534b7,7,1,5,08-01-2020 17:49
da877a,1534b7,7,2,6,08-01-2020 17:49
da877a,1534b7,10,1,7,08-01-2020 17:50
da877a,1534b7,10,2,8,08-01-2020 17:51
da877a,1534b7,11,1,9,08-01-2020 17:52
da877a,1534b7,11,2,10,08-01-2020 17:52
da877a,1534b7,12,1,11,08-01-2020 17:53
f94b10,979d47,1,1,1,18-01-2020 12:25
f94b10,979d47,2,1,2,18-01-2020 12:25
f94b10,979d47,5,1,3,18-01-2020 12:26
f94b10,979d47,6,1,4,18-01-2020 12:26
f94b10,979d47,6,2,5,18-01-2020 12:26
f94b10,979d47,8,1,6,18-01-2020 12:27
f94b10,979d47,8,2,7,18-01-2020 12:28
f94b10,979d47,12,1,8,18-01-2020 12:28
f94b10,979d47,13,3,9,18-01-2020 12:28
c5e364,ca46c1,1,1,1,26-01-2020 20:37
c5e364,ca46c1,7,1,2,26-01-2020 20:37
c5e364,ca46c1,10,1,3,26-01-2020 20:38
c5e364,ca46c1,10,2,4,26-01-2020 20:39
c5e364,ca46c1,11,1,5,26-01-2020 20:39
c5e364,ca46c1,11,2,6,26-01-2020 20:40
c5e364,ca46c1,12,1,7,26-01-2020 20:40
c5e364,ca46c1,13,3,8,26-01-2020 20:41
a6bf84,3b8a61,1,1,1,18-01-2020 12:16
a6bf84,3b8a61,2,1,2,18-01-2020 12:16
a6bf84,3b8a61,3,1,3,18-01-2020 12:16
a6bf84,3b8a61,3,2,4,18-01-2020 12:17
a6bf84,3b8a61,5,1,5,18-01-2020 12:17
a6bf84,3b8a61,5,2,6,18-01-2020 12:18
a6bf84,3b8a61,6,1,7,18-01-2020 12:18
a6bf84,3b8a61,9,1,8,18-01-2020 12:19
a6bf84,3b8a61,9,2,9,18-01-2020 12:19
a6bf84,3b8a61,10,1,10,18-01-2020 12:20
a6bf84,3b8a61,10,2,11,18-01-2020 12:20
a6bf84,3b8a61,12,1,12,18-01-2020 12:21
a6bf84,3b8a61,13,3,13,18-01-2020 12:22
77d954,45fbc6,1,1,1,28-02-2020 16:58
77d954,45fbc6,2,1,2,28-02-2020 16:59
77d954,45fbc6,6,1,3,28-02-2020 17:00
77d954,45fbc6,6,2,4,28-02-2020 17:00
77d954,45fbc6,7,1,5,28-02-2020 17:00
77d954,45fbc6,7,2,6,28-02-2020 17:00
77d954,45fbc6,9,1,7,28-02-2020 17:01
77d954,45fbc6,10,1,8,28-02-2020 17:02
77d954,45fbc6,11,1,9,28-02-2020 17:03
77d954,45fbc6,11,2,10,28-02-2020 17:03
77d954,45fbc6,12,1,11,28-02-2020 17:03
77d954,45fbc6,13,3,12,28-02-2020 17:04
5.14E+06,63dc7e,1,1,1,10-01-2020 21:19
5.14E+06,63dc7e,2,1,2,10-01-2020 21:19
5.14E+06,63dc7e,3,1,3,10-01-2020 21:19
5.14E+06,63dc7e,4,1,4,10-01-2020 21:20
5.14E+06,63dc7e,4,2,5,10-01-2020 21:20
5.14E+06,63dc7e,5,1,6,10-01-2020 21:21
5.14E+06,63dc7e,6,1,7,10-01-2020 21:21
5.14E+06,63dc7e,6,2,8,10-01-2020 21:22
5.14E+06,63dc7e,9,1,9,10-01-2020 21:23
5.14E+06,63dc7e,12,1,10,10-01-2020 21:23
60d6cb,e96ed4,1,1,1,14-01-2020 17:29
60d6cb,e96ed4,2,1,2,14-01-2020 17:30
60d6cb,e96ed4,4,1,3,14-01-2020 17:30
60d6cb,e96ed4,5,1,4,14-01-2020 17:31
60d6cb,e96ed4,5,2,5,14-01-2020 17:31
60d6cb,e96ed4,6,1,6,14-01-2020 17:32
60d6cb,e96ed4,7,1,7,14-01-2020 17:32
60d6cb,e96ed4,10,1,8,14-01-2020 17:33
60d6cb,e96ed4,11,1,9,14-01-2020 17:33
60d6cb,e96ed4,11,2,10,14-01-2020 17:33
60d6cb,e96ed4,12,1,11,14-01-2020 17:34
bcce47,c0e190,1,1,1,18-01-2020 12:04
bcce47,c0e190,2,1,2,18-01-2020 12:05
bcce47,c0e190,5,1,3,18-01-2020 12:06
bcce47,c0e190,5,2,4,18-01-2020 12:06
bcce47,c0e190,6,1,5,18-01-2020 12:06
bcce47,c0e190,9,1,6,18-01-2020 12:07
bcce47,c0e190,10,1,7,18-01-2020 12:08
bcce47,c0e190,12,1,8,18-01-2020 12:08
643b1e,ec8ce6,1,1,1,26-01-2020 01:23
643b1e,ec8ce6,2,1,2,26-01-2020 01:23
643b1e,ec8ce6,10,1,3,26-01-2020 01:24
643b1e,ec8ce6,10,2,4,26-01-2020 01:24
643b1e,ec8ce6,12,1,5,26-01-2020 01:24
643b1e,ec8ce6,13,3,6,26-01-2020 01:25
085a54,060ad9,1,1,1,07-02-2020 22:10
085a54,060ad9,2,1,2,07-02-2020 22:10
085a54,060ad9,6,1,3,07-02-2020 22:11
085a54,060ad9,6,2,4,07-02-2020 22:11
085a54,060ad9,8,1,5,07-02-2020 22:12
085a54,060ad9,9,1,6,07-02-2020 22:12
085a54,060ad9,9,2,7,07-02-2020 22:12
085a54,060ad9,10,1,8,07-02-2020 22:13
085a54,060ad9,10,2,9,07-02-2020 22:14
085a54,060ad9,11,1,10,07-02-2020 22:15
085a54,060ad9,12,1,11,07-02-2020 22:15
085a54,060ad9,13,3,12,07-02-2020 22:16
7010c3,bcbe33,1,1,1,18-02-2020 02:05
7010c3,bcbe33,2,1,2,18-02-2020 02:06
7010c3,bcbe33,7,1,3,18-02-2020 02:07
7010c3,bcbe33,7,2,4,18-02-2020 02:07
7010c3,bcbe33,8,1,5,18-02-2020 02:08
7010c3,bcbe33,9,1,6,18-02-2020 02:08
7010c3,bcbe33,9,2,7,18-02-2020 02:09
7010c3,bcbe33,10,1,8,18-02-2020 02:10
7010c3,bcbe33,11,1,9,18-02-2020 02:10
7010c3,bcbe33,12,1,10,18-02-2020 02:11
7010c3,bcbe33,13,3,11,18-02-2020 02:11
b646b3,115f89,1,1,1,26-02-2020 19:44
b646b3,115f89,2,1,2,26-02-2020 19:44
b646b3,115f89,5,1,3,26-02-2020 19:45
b646b3,115f89,9,1,4,26-02-2020 19:46
e729fb,13fe9d,1,1,1,18-01-2020 12:58
e729fb,13fe9d,2,1,2,18-01-2020 12:59
e729fb,13fe9d,4,1,3,18-01-2020 12:59
e729fb,13fe9d,5,1,4,18-01-2020 13:00
e729fb,13fe9d,6,1,5,18-01-2020 13:01
e729fb,13fe9d,8,1,6,18-01-2020 13:01
e729fb,13fe9d,9,1,7,18-01-2020 13:02
e729fb,13fe9d,9,2,8,18-01-2020 13:02
e729fb,13fe9d,11,1,9,18-01-2020 13:02
e729fb,13fe9d,11,2,10,18-01-2020 13:03
e729fb,13fe9d,12,1,11,18-01-2020 13:03
e729fb,13fe9d,13,3,12,18-01-2020 13:04
a4ddbf,d1c38a,1,1,1,20-01-2020 13:31
a4ddbf,d1c38a,2,1,2,20-01-2020 13:31
a4ddbf,d1c38a,5,1,3,20-01-2020 13:32
a4ddbf,d1c38a,5,2,4,20-01-2020 13:33
a4ddbf,d1c38a,6,1,5,20-01-2020 13:33
a4ddbf,d1c38a,6,2,6,20-01-2020 13:34
a4ddbf,d1c38a,9,1,7,20-01-2020 13:35
a4ddbf,d1c38a,10,1,8,20-01-2020 13:36
a4ddbf,d1c38a,10,2,9,20-01-2020 13:37
a4ddbf,d1c38a,12,1,10,20-01-2020 13:38
a4ddbf,d1c38a,13,3,11,20-01-2020 13:39
6d1c5e,9cfdf1,1,1,1,06-01-2020 11:20
6d1c5e,9cfdf1,2,1,2,06-01-2020 11:20
6d1c5e,9cfdf1,3,1,3,06-01-2020 11:20
6d1c5e,9cfdf1,3,2,4,06-01-2020 11:21
6d1c5e,9cfdf1,4,1,5,06-01-2020 11:21
6d1c5e,9cfdf1,4,2,6,06-01-2020 11:22
6d1c5e,9cfdf1,5,1,7,06-01-2020 11:22
6d1c5e,9cfdf1,6,1,8,06-01-2020 11:23
6d1c5e,9cfdf1,6,2,9,06-01-2020 11:23
6d1c5e,9cfdf1,7,1,10,06-01-2020 11:23
6d1c5e,9cfdf1,7,2,11,06-01-2020 11:24
6d1c5e,9cfdf1,8,1,12,06-01-2020 11:25
6d1c5e,9cfdf1,8,2,13,06-01-2020 11:25
6d1c5e,9cfdf1,11,1,14,06-01-2020 11:25
6d1c5e,9cfdf1,12,1,15,06-01-2020 11:26
831490,705f21,1,1,1,13-01-2020 08:59
831490,705f21,2,1,2,13-01-2020 08:59
831490,705f21,3,1,3,13-01-2020 09:00
831490,705f21,3,2,4,13-01-2020 09:00
831490,705f21,6,1,5,13-01-2020 09:00
831490,705f21,6,2,6,13-01-2020 09:00
831490,705f21,7,1,7,13-01-2020 09:01
831490,705f21,8,1,8,13-01-2020 09:01
831490,705f21,9,1,9,13-01-2020 09:01
831490,705f21,12,1,10,13-01-2020 09:01
831490,705f21,13,3,11,13-01-2020 09:02
4fcbff,74db12,1,1,1,28-01-2020 18:49
4fcbff,74db12,2,1,2,28-01-2020 18:49
4fcbff,74db12,8,1,3,28-01-2020 18:49
4fcbff,74db12,8,2,4,28-01-2020 18:49
4fcbff,74db12,11,1,5,28-01-2020 18:50
4fcbff,74db12,11,2,6,28-01-2020 18:51
b65ea8,57aeee,1,1,1,23-01-2020 07:06
b65ea8,57aeee,2,1,2,23-01-2020 07:07
b65ea8,57aeee,3,1,3,23-01-2020 07:07
b65ea8,57aeee,3,2,4,23-01-2020 07:07
b65ea8,57aeee,5,1,5,23-01-2020 07:07
b65ea8,57aeee,6,1,6,23-01-2020 07:08
b65ea8,57aeee,9,1,7,23-01-2020 07:08
b65ea8,57aeee,9,2,8,23-01-2020 07:08
b65ea8,57aeee,12,1,9,23-01-2020 07:08
b65ea8,57aeee,13,3,10,23-01-2020 07:09
509524,6da900,1,1,1,22-01-2020 18:43
509524,6da900,2,1,2,22-01-2020 18:44
509524,6da900,3,1,3,22-01-2020 18:45
509524,6da900,4,1,4,22-01-2020 18:45
509524,6da900,4,2,5,22-01-2020 18:46
509524,6da900,7,1,6,22-01-2020 18:46
509524,6da900,7,2,7,22-01-2020 18:47
509524,6da900,8,1,8,22-01-2020 18:47
509524,6da900,8,2,9,22-01-2020 18:47
509524,6da900,9,1,10,22-01-2020 18:47
509524,6da900,11,1,11,22-01-2020 18:47
509524,6da900,12,1,12,22-01-2020 18:48
509524,6da900,13,3,13,22-01-2020 18:49
8705d1,9b04d1,1,1,1,02-02-2020 09:44
8705d1,9b04d1,2,1,2,02-02-2020 09:44
8705d1,9b04d1,5,1,3,02-02-2020 09:45
8705d1,9b04d1,6,1,4,02-02-2020 09:46
8705d1,9b04d1,6,2,5,02-02-2020 09:47
8705d1,9b04d1,11,1,6,02-02-2020 09:47
8705d1,9b04d1,11,2,7,02-02-2020 09:47
c93641,be83ab,1,1,1,17-01-2020 04:57
c93641,be83ab,2,1,2,17-01-2020 04:58
c93641,be83ab,4,1,3,17-01-2020 04:59
c93641,be83ab,4,2,4,17-01-2020 04:59
c93641,be83ab,5,1,5,17-01-2020 05:00
c93641,be83ab,5,2,6,17-01-2020 05:01
c93641,be83ab,6,1,7,17-01-2020 05:01
c93641,be83ab,6,2,8,17-01-2020 05:02
c93641,be83ab,9,1,9,17-01-2020 05:03
c93641,be83ab,9,2,10,17-01-2020 05:03
c93641,be83ab,10,1,11,17-01-2020 05:04
c93641,be83ab,10,2,12,17-01-2020 05:04
c93641,be83ab,12,1,13,17-01-2020 05:05
c93641,be83ab,13,3,14,17-01-2020 05:05
987df1,e16542,1,1,1,06-01-2020 12:20
987df1,e16542,2,1,2,06-01-2020 12:21
987df1,e16542,5,1,3,06-01-2020 12:21
987df1,e16542,5,2,4,06-01-2020 12:22
987df1,e16542,6,1,5,06-01-2020 12:22
987df1,e16542,9,1,6,06-01-2020 12:23
987df1,e16542,9,2,7,06-01-2020 12:23
987df1,e16542,10,1,8,06-01-2020 12:24
987df1,e16542,11,1,9,06-01-2020 12:24
987df1,e16542,11,2,10,06-01-2020 12:25
987df1,e16542,12,1,11,06-01-2020 12:26
987df1,e16542,13,3,12,06-01-2020 12:27
b5f366,289dff,1,1,1,24-02-2020 15:40
b5f366,289dff,2,1,2,24-02-2020 15:40
b5f366,289dff,4,1,3,24-02-2020 15:41
b5f366,289dff,5,1,4,24-02-2020 15:41
b5f366,289dff,7,1,5,24-02-2020 15:41
b5f366,289dff,7,2,6,24-02-2020 15:41
b5f366,289dff,8,1,7,24-02-2020 15:42
b5f366,289dff,9,1,8,24-02-2020 15:42
b5f366,289dff,12,1,9,24-02-2020 15:42
b5f366,289dff,13,3,10,24-02-2020 15:43
50430,577ef1,1,1,1,20-01-2020 17:03
50430,577ef1,2,1,2,20-01-2020 17:04
50430,577ef1,3,1,3,20-01-2020 17:05
50430,577ef1,3,2,4,20-01-2020 17:05
50430,577ef1,5,1,5,20-01-2020 17:05
50430,577ef1,5,2,6,20-01-2020 17:06
50430,577ef1,6,1,7,20-01-2020 17:07
50430,577ef1,7,1,8,20-01-2020 17:08
50430,577ef1,7,2,9,20-01-2020 17:08
50430,577ef1,8,1,10,20-01-2020 17:08
50430,577ef1,8,2,11,20-01-2020 17:09
50430,577ef1,9,1,12,20-01-2020 17:10
50430,577ef1,9,2,13,20-01-2020 17:10
50430,577ef1,12,1,14,20-01-2020 17:10
50430,577ef1,13,3,15,20-01-2020 17:10
392bbf,01161a,1,1,1,21-02-2020 15:54
392bbf,01161a,2,1,2,21-02-2020 15:55
392bbf,01161a,3,1,3,21-02-2020 15:55
392bbf,01161a,6,1,4,21-02-2020 15:55
392bbf,01161a,6,2,5,21-02-2020 15:56
392bbf,01161a,8,1,6,21-02-2020 15:56
392bbf,01161a,9,1,7,21-02-2020 15:57
392bbf,01161a,10,1,8,21-02-2020 15:58
392bbf,01161a,10,2,9,21-02-2020 15:58
392bbf,01161a,11,1,10,21-02-2020 15:59
392bbf,01161a,11,2,11,21-02-2020 16:00
7b5e22,539fd5,1,1,1,27-02-2020 01:37
7b5e22,539fd5,4,1,2,27-02-2020 01:37
7b5e22,539fd5,5,1,3,27-02-2020 01:38
3cd9a8,ac1dd2,1,1,1,08-01-2020 04:32
3cd9a8,ac1dd2,2,1,2,08-01-2020 04:32
3cd9a8,ac1dd2,5,1,3,08-01-2020 04:33
3cd9a8,ac1dd2,7,1,4,08-01-2020 04:34
3cd9a8,ac1dd2,7,2,5,08-01-2020 04:34
3cd9a8,ac1dd2,8,1,6,08-01-2020 04:35
3cd9a8,ac1dd2,8,2,7,08-01-2020 04:36
3cd9a8,ac1dd2,9,1,8,08-01-2020 04:36
3cd9a8,ac1dd2,10,1,9,08-01-2020 04:36
3cd9a8,ac1dd2,10,2,10,08-01-2020 04:37
3cd9a8,ac1dd2,12,1,11,08-01-2020 04:37
3cd9a8,ac1dd2,13,3,12,08-01-2020 04:37
384089,555d67,1,1,1,30-01-2020 01:59
384089,555d67,2,1,2,30-01-2020 02:00
384089,555d67,3,1,3,30-01-2020 02:00
384089,555d67,4,1,4,30-01-2020 02:01
384089,555d67,6,1,5,30-01-2020 02:01
384089,555d67,11,1,6,30-01-2020 02:02
384089,555d67,11,2,7,30-01-2020 02:02
384089,555d67,12,1,8,30-01-2020 02:02
384089,555d67,13,3,9,30-01-2020 02:02
45f16e,335f53,1,1,1,03-02-2020 07:25
45f16e,335f53,11,1,2,03-02-2020 07:25
cb799f,f340f1,1,1,1,14-02-2020 19:15
cb799f,f340f1,2,1,2,14-02-2020 19:15
cb799f,f340f1,8,1,3,14-02-2020 19:15
cb799f,f340f1,9,1,4,14-02-2020 19:15
cb799f,f340f1,9,2,5,14-02-2020 19:16
cb799f,f340f1,10,1,6,14-02-2020 19:16
cb799f,f340f1,10,2,7,14-02-2020 19:16
cb799f,f340f1,12,1,8,14-02-2020 19:17
cb799f,f340f1,13,3,9,14-02-2020 19:17
accde6,e4a622,1,1,1,03-01-2020 08:01
accde6,e4a622,2,1,2,03-01-2020 08:02
accde6,e4a622,3,1,3,03-01-2020 08:02
accde6,e4a622,3,2,4,03-01-2020 08:03
accde6,e4a622,4,1,5,03-01-2020 08:03
accde6,e4a622,4,2,6,03-01-2020 08:04
accde6,e4a622,8,1,7,03-01-2020 08:04
accde6,e4a622,8,2,8,03-01-2020 08:05
accde6,e4a622,9,1,9,03-01-2020 08:06
accde6,e4a622,9,2,10,03-01-2020 08:06
accde6,e4a622,10,1,11,03-01-2020 08:07
accde6,e4a622,11,1,12,03-01-2020 08:08
accde6,e4a622,12,1,13,03-01-2020 08:09
accde6,e4a622,13,3,14,03-01-2020 08:09
bd50ed,cb70ab,1,1,1,21-01-2020 21:01
bd50ed,cb70ab,2,1,2,21-01-2020 21:01
bd50ed,cb70ab,3,1,3,21-01-2020 21:01
bd50ed,cb70ab,3,2,4,21-01-2020 21:01
bd50ed,cb70ab,4,1,5,21-01-2020 21:02
bd50ed,cb70ab,7,1,6,21-01-2020 21:03
bd50ed,cb70ab,7,2,7,21-01-2020 21:03
bd50ed,cb70ab,8,1,8,21-01-2020 21:04
bd50ed,cb70ab,8,2,9,21-01-2020 21:04
bd50ed,cb70ab,9,1,10,21-01-2020 21:04
bd50ed,cb70ab,9,2,11,21-01-2020 21:05
bd50ed,cb70ab,11,1,12,21-01-2020 21:06
bd50ed,cb70ab,11,2,13,21-01-2020 21:06
c16000,918890,1,1,1,22-01-2020 23:43
c16000,918890,2,1,2,22-01-2020 23:44
c16000,918890,3,1,3,22-01-2020 23:44
c16000,918890,4,1,4,22-01-2020 23:45
c16000,918890,4,2,5,22-01-2020 23:45
c16000,918890,5,1,6,22-01-2020 23:46
c16000,918890,5,2,7,22-01-2020 23:47
c16000,918890,9,1,8,22-01-2020 23:47
c16000,918890,9,2,9,22-01-2020 23:47
c16000,918890,10,1,10,22-01-2020 23:47
c16000,918890,11,1,11,22-01-2020 23:48
c16000,918890,11,2,12,22-01-2020 23:48
c16000,918890,12,1,13,22-01-2020 23:48
c16000,918890,13,3,14,22-01-2020 23:49
8892a7,2.66E+05,1,1,1,02-01-2020 05:33
8892a7,2.66E+05,4,1,2,02-01-2020 05:34
8892a7,2.66E+05,4,2,3,02-01-2020 05:34
8892a7,2.66E+05,6,1,4,02-01-2020 05:34
8892a7,2.66E+05,9,1,5,02-01-2020 05:34
8892a7,2.66E+05,11,1,6,02-01-2020 05:35
8892a7,2.66E+05,12,1,7,02-01-2020 05:35
8892a7,2.66E+05,13,3,8,02-01-2020 05:36
fd4d29,38db3a,1,1,1,09-02-2020 03:43
fd4d29,38db3a,2,1,2,09-02-2020 03:43
fd4d29,38db3a,5,1,3,09-02-2020 03:43
fd4d29,38db3a,6,1,4,09-02-2020 03:44
fd4d29,38db3a,6,2,5,09-02-2020 03:44
fd4d29,38db3a,8,1,6,09-02-2020 03:45
fd4d29,38db3a,8,2,7,09-02-2020 03:46
fd4d29,38db3a,9,1,8,09-02-2020 03:46
fd4d29,38db3a,9,2,9,09-02-2020 03:47
fd4d29,38db3a,10,1,10,09-02-2020 03:48
fd4d29,38db3a,10,2,11,09-02-2020 03:48
fd4d29,38db3a,11,1,12,09-02-2020 03:49
fd4d29,38db3a,12,1,13,09-02-2020 03:50
fd4d29,38db3a,13,3,14,09-02-2020 03:51
b38f45,3cec07,1,1,1,19-01-2020 16:36
b38f45,3cec07,2,1,2,19-01-2020 16:36
b38f45,3cec07,3,1,3,19-01-2020 16:37
b38f45,3cec07,3,2,4,19-01-2020 16:38
b38f45,3cec07,5,1,5,19-01-2020 16:38
b38f45,3cec07,10,1,6,19-01-2020 16:38
b38f45,3cec07,11,1,7,19-01-2020 16:39
